RURAL_SCORE,ZIP_CODE,COUNTY,STATE,NAME,CITY,REGION,ADDRESS
61.6,61911,Douglas,IL,Kitchen Seed Co.,,Midwest,1149 N. Vine St.
17.5,49012,Kalamazoo,MI,Knappen Milling Co.,,Midwest,110 S. Water St.
0,10457,Bronx,NY,"Krinos Foods, LLC",,New York-New Jersey,1750 Bathgate Ave.
5.5,2915,Providence,RI,"Krisppe Products, Inc.",,New England,370 Wampanoag Trl.
28.9,57445,Brown,SD,"L. W. Sales, Inc.",,Upper-West,300 Railroad
10.9,93230,Kings,CA,"Lacey Milling Co., Inc.",,Western,217 W. 5th St.
8.9,80303,Boulder,CO,Lake Valley Seed,,Upper-West,5717 Arapahoe Ave.
61,28160,Rutherford,NC,"Lakeside Mills, Inc.",,Southeast,398 W. Main St.
3.3,84043,Utah,UT,"Lehi Roller Mills Co., Inc.",,Upper-West,833 E. Main St.
53.7,46711,Adams,IN,"Lehman Feed Mill, Inc.",,Midwest,5111 S. 000 Rd.
28.6,27253,Alamance,NC,Lindley Mills,,Southeast,7763 Lindley Mill Rd.
100,30512,Union,GA,Logan Turnpike Mill,,Southeast,4494 Gainesville Hwy.
69.5,39601,Lincoln,MS,M & M Milling,,Southeast,1056 Fender Trl. N.E.
72.6,61028,Jo Daviess,IL,M & W Feed Service Ltd.,,Midwest,201 S. Ash St.
23.7,64755,Jasper,MO,"Maneval, Inc.",,Central,321 W. Bell St.
0.3,30341,DeKalb,GA,"Manna Pro Products, LLC",,Southeast,5466 New Peachtree Rd.
0.1,92867,Orange,CA,"Marimix Company, Inc.",,Western,987 N. Enterprise St.
0.4,33142,Miami-Dade,FL,Medina Baking Powder Products,,Southeast,1864 N.W. 22nd St.
58.5,62069,Macoupin,IL,"Mennel Milling Co. Of Illinois, The",,Midwest,415 E. Main St.
71.2,49047,Cass,MI,Mennel Milling Co. Of Michigan,,Midwest,301 S. Mill St.
47.5,44830,Seneca,OH,"Mennel Milling Co., The",,Midwest,320 Findlay St.
47.5,44830,Seneca,OH,"Mennel Milling Co., The",,Midwest,319 S. Vine St.
N/A,24018,Independent Cities,VA,Mennel Milling Of Virginia,,Mid-Atlantic,5185 Benois Rd.
69.8,63730,Stoddard,MO,MFA Exchange,,Central,104 E. South St.
48.5,56721,Polk,MN,"MGI Grain Processing, LLC",,Midwest,316 5th Ave. N.E.
60.2,48615,Gratiot,MI,"Michigan Agricultural Commodities, Inc.",,Midwest,216 Eastman St.
51.8,49248,Lenawee,MI,"Michigan Agricultural Commodities, Inc.",,Midwest,1050 Ogden St.
100,61421,Stark,IL,"Michlig Grain, LLC",,Midwest,427 S. Peoria St.
100,66834,Wabaunsee,KS,Mid-Kansas Cooperative Association,,Central,417 Washington St.
100,58448,Griggs,ND,Miller Elevator Co.,,Upper-West,1010 Elevator Ave.
N/A,22603,Independent Cities,VA,Miller Milling Co.,,Mid-Atlantic,302 Park Center Dr.
10.8,93725,Fresno,CA,Miller Milling Co.,,Western,2908 S. Maple Ave.
2.2,55439,Hennepin,MN,Miller Milling Co.,,Midwest,"7808 Creekridge Cir., Ste. 100"
17.2,56071,Scott,MN,Miller Milling Co.,,Midwest,100 2nd Ave. S.W.
0.4,94606,Alameda,CA,"Miller Milling Co., LLC",,Western,2201 E. 7th St.
1.3,76179,Tarrant,TX,"Miller Milling, Inc.",,South Central,221 Fairmount St.
N/A,46350,La Porte,IN,"Millstone Mills, Inc.",,Midwest,309 Detroit St.
16.8,58208,Grand Forks,ND,Minn-DAK Growers Ltd.,,Upper-West,4034 40th Ave. N.
21.9,58703,Ward,ND,Minot Milling Co.,,Upper-West,5600 4th Ave. N.E.
47.9,51566,Montgomery,IA,Minsa Corp.,,Central,2049 Fernwood Ave.
5.8,63376,St. Charles,MO,Missouri Supply Center For Domino's Pizza,,Central,1 Cermak Blvd.
24.9,53092,Ozaukee,WI,"Modern Products, Inc.",,Midwest,6425 W. Executive Dr.
11.3,79403,Lubbock,TX,"Molinos Anahuac, Inc.",,South Central,301 Insurance Rd.
4.7,43605,Lucas,OH,Mondelez International,,Midwest,2221 Front St.
0.3,33714,Pinellas,FL,Monk's Meadow Farm,,Southeast,3920 31st St. N.
32.3,68847,Buffalo,NE,Monsanto Co.,,Central,2615 Antelope Ave.
56.9,63867,New Madrid,MO,Monsanto Co.,,Central,2992 State Highway V
52,50112,Poweshiek,IA,Monsanto Co.,,Central,721 Highway 6
14.1,62539,Sangamon,IL,Monsanto Co.,,Midwest,4370 N. Mount Pulaski Rd.
20.3,60556,DeKalb,IL,Monsanto Co.,,Midwest,450 E. Adams St.
10.4,58078,Cass,ND,Monsanto Co.,,Upper-West,304 Center St.
48.8,61842,De Witt,IL,Monsanto Co.,,Midwest,14901 Algrove Rd.
77.5,62664,Mason,IL,Monsanto Co.,,Midwest,36142 E. State Route 10
14.6,96748,Maui,HI,Monsanto Co.,,Western,1351 Maunaloa Hwy.
3.1,93030,Ventura,CA,"Monsanto Co., Vegetable Seeds Div.",,Western,2700 Camino del Sol
69.1,56283,Redwood,MN,Monsanto Company,,Midwest,1210 E. Bridge St.
19.9,83686,Canyon,ID,Monsanto Vegetable Seed,,North West,1811 E. Florida Ave.
60.2,62449,Crawford,IL,"Mont Eagle Mills, Inc.",,Midwest,804 W. Main St.
100,59442,Chouteau,MT,"Montana Flour & Grain, Inc.",,Upper-West,225 Montana Highway 223
19.8,59404,Cascade,MT,"Montana Milling, Inc.",,Upper-West,2123 Vaughn Rd.
29.3,96001,Shasta,CA,Moore's Flour Mill,,Western,1605 Shasta St.
6.9,76201,Denton,TX,"Morrison Milling Co., The",,South Central,319 E. Prairie St.
41.4,6776,Litchfield,CT,"Mountain High Organics, Inc.",,New England,9 S. Main St.
72.6,21651,Kent,MD,Mountaire Farms Of Delaware,,Mid-Atlantic,414 Back St.
2.2,45214,Hamilton,OH,"Nagel & Son Co., H.",,Midwest,2428 Central Pkwy.
52,50112,Poweshiek,IA,"Natural Products, Inc.",,Central,2211 6th Ave.
100,56737,Marshall,MN,Natural Way Mills Trust,,Midwest,24509 390th St. N.E.
71,62354,Hancock,IL,Nauvoo Mill & Bakery,,Midwest,1530 Mulholland St.
N/A,71292,Ouachita,LA,"Neighbours, LLC",,South Central,131 Frost Commercial Dr.
25.9,55053,Rice,MN,Nerstrand Agri Center,,Midwest,415 Main St.
4.2,1840,Essex,MA,New England Dough,,New England,454 Canal St.
46.4,27534,Wayne,NC,"New Hope Milling Co., Inc.",,Southeast,4590 U.S. Highway 70 E.
41,56185,Nobles,MN,New Vision Co-Op,,Midwest,102 N. 4th Ave.
41,56155,Nobles,MN,New Vision Co-Op,,Midwest,115 3rd Ave. N.
6.4,14623,Monroe,NY,Niblack Foods,,New York-New Jersey,"900 Jefferson Rd., Bldg. 6"
83.8,30545,White,GA,"Nora Mill Granary, Inc.",,Southeast,7107 S. Main St.
16.8,58203,Grand Forks,ND,North Dakota Mill & Elevator Assn.,,Upper-West,1823 Mill Rd.
59.6,75482,Hopkins,TX,Northeast Texas Farmers Co-Op,,South Central,428 N. Jackson St.
35.9,55918,Mower,MN,Northern Country Co-Op,,Midwest,502 S. Mill St.
35.9,55951,Mower,MN,Northern Country Co-Op,,Midwest,108 S. Everett St.
19.9,83660,Canyon,ID,"Nunhems U. S. A., Inc.",,North West,1200 Anderson Corner Rd.
9.2,47725,Vanderburgh,IN,"Nunn Milling Co., Inc.",,Midwest,9634 Hedden Rd.
16.9,50010,Story,IA,"NuTech Seed, LLC",,Central,"2321 N. Loop Dr., Ste. 120 & 230"
27,52040,Dubuque,IA,Nu-World Foods,,Central,612 6th Ave. N.W.
57.4,73763,Blaine,OK,Okeene Milling Co.,,South Central,302 W. Oklahoma St.
12.7,27310,Guilford,NC,"Old Mill Of Guilford, The",,Southeast,1340 NC Highway 68 N.
67.7,28163,Stanly,NC,"Old School Mill, Inc.",,Southeast,"139 Concord St., Unit 4"
61,5733,Rutland,VT,"Olivia's Crouton Co., Inc.",,New England,2014 Forest Dale Rd.
8,95307,Stanislaus,CA,Pacific Elements,,Western,5001 Prairie Flower Rd.
0.5,30071,Gwinnett,GA,"Panera Bread Co., Inc., Fresh Dough Facility",,Southeast,"3105 Gateway Dr., Ste. G"
17.7,79025,Deaf Smith,TX,Panhandle Milling,,South Central,FM 809 & 1062 Rds.
100,67752,Gove,KS,"Paramount Grain Management, Inc.",,Central,7682 County Road Z
100,58623,Bowman,ND,Paulson Premium Seed & Conditioning,,Upper-West,8521 144th Ave. S.W.
56,83221,Bingham,ID,"Pendleton Flour Mills, LLC",,North West,463 W. Highway 26
100,65661,Dade,MO,"Pennington Seed, Inc.",,Central,303 S. Grand St.
61.8,14770,Cattaraugus,NY,Pete-Za-Ria Pizza,,New York-New Jersey,84 Temple St.
6.9,95776,Yolo,CA,"PGP International, Inc.",,Western,351 Hanson Way
29.5,61438,McDonough,IL,"Pioneer Hi-Bred International, Inc.",,Midwest,13150 State Route 9
63.3,46563,Marshall,IN,"Pioneer Hi-Bred International, Inc.",,Midwest,2300 Pioneer Dr.
14.6,68832,Hall,NE,"Pioneer Hi-Bred International, Inc.",,Central,12937 S. Highway 281
50.3,61490,Henry,IL,"Pioneer Hi-Bred International, Inc.",,Midwest,300 S.W. 5th St.
83.4,52747,Cedar,IA,"Pioneer Hi-Bred International, Inc.",,Central,2208 Yankee Ave.
12.7,61873,Champaign,IL,"Pioneer Hi-Bred International, Inc.",,Midwest,2112 County Road 1600 N.
1.3,97203,Multnomah,OR,"Pizza Blends, Inc.",,North West,5479 N. Marine Dr.
9.8,64116,Clay,MO,"Pizza Blends, Inc.",,Central,1541 Vernon St.
100,39870,Baker,GA,"Plantation Seed Conditioners, Inc.",,Southeast,1113 Pretoria Rd.
89.6,36344,Geneva,AL,"Pollard Milling Co., Inc.",,Southeast,3431 N. Highway 123
0.7,75050,Dallas,TX,"Power Packaging, A DHL Co.",,South Central,803 W. North Carrier Pkwy.
64.9,46975,Fulton,IN,Prairie Mills Products,,Midwest,401 E. 4th St.
36.7,54449,Wood,WI,Prince Corporation,,Midwest,8351 County Road H
36.5,17901,Schuylkill,PA,"Promo Seeds, Inc.",,Mid-Atlantic,"121 Progress Ave., Ste. 300"
38.7,98857,Grant,WA,"Pure Line Seeds, Inc.",,North West,1700 W. First St.
25.9,45805,Allen,OH,Purina Animal Nutrition LLC,,Midwest,1111 N. Cole St.
51.8,49247,Lenawee,MI,"Purity Foods, Inc.",,Midwest,417 S. Meridian Rd.
12.7,52401,Linn,IA,"Quaker Oats Co., The",,Central,418 2nd St. N.E.
28,83316,Twin Falls,ID,"Rangen, Inc.",,North West,115 13th Ave.
0.6,90002,Los Angeles,CA,"ReConserve of California - Los Angeles, Inc.",,Western,9112 Graham Ave.
100,62976,Pulaski,IL,Reeves Feed & Grain Co.,,Midwest,168 W. Commercial Ave.
39.9,62656,Logan,IL,Remington Hybrid Seed Co.,,Midwest,1615 Route 10
100,62979,Gallatin,IL,Remington Hybrid Seed Co.,,Midwest,305 W. Main St.
34.4,46052,Boone,IN,Remington Seed Co.,,Midwest,7200 E. State Road 47
54.9,61729,Woodford,IL,"Remington Seeds, LLC",,Midwest,"210 W. Lantz St., P.O. Box 10"
16.5,61705,McLean,IL,"Remington Seeds, LLC",,Midwest,14554 E. 925 North Rd.
50.3,61254,Henry,IL,"Remington Seeds, LLC",,Midwest,600 E. Exchange St.
50.5,50271,Hamilton,IA,"Remington Seeds, LLC",,Central,2331 Vail Ave.
66.3,45331,Darke,OH,"Remington Seeds, LLC",,Midwest,5585 State Route 571
30.3,28658,Catawba,NC,"Renwood Mills, LLC",,Southeast,11 N. Brady Ave.
12.7,52402,Linn,IA,"Rettenmaier USA L. P., J.",,Central,1050 Wenig Rd. N.E.
36.9,48114,Livingston,MI,Rhino Seed & Landscape Supply Co.,,Midwest,850 N. Old Highway 23
21.1,68776,Dakota,NE,Richardson Milling,,Central,5005 Dakota Ave.
65.6,27889,Beaufort,NC,Riverside Grain Corp.,,Southeast,1041 E. 4th St.
68.2,84052,Duchesne,UT,"Ross Bros. Feed & Seed, Inc.",,Upper-West,Main & Center Sts.
2.6,11967,Suffolk,NY,Russo's Gluten Free Gourmet,,New York-New Jersey,"45 Ramsey Rd., Unit 28"
19.9,83686,Canyon,ID,S & W Seed Co.,,North West,9178 Lake Shore Dr.
10.8,93624,Fresno,CA,S&W Seed Co.,,Western,25552 South Butte Ave.
51,46792,Huntington,IN,"Salamonie Mills, Inc.",,Midwest,State Road 218 W.
51,46792,Huntington,IN,"Salamonie Mills, Inc.",,Midwest,10199 S. Wayne Rd.
54.1,27536,Vance,NC,"Sanford Milling Co., Inc.",,Southeast,1202 Nicholas St.
31.5,86336,Coconino,AZ,"Sawyer Gluten Free Flour, Tom",,Western,"2155 W. State Route 89-A , Ste. 106"
62.2,56058,Le Sueur,MN,Seneca Foods Corp.,,Midwest,1201 N. Vine St.
100,67850,Lane,KS,Sharp Bros. Seed Co.,,Central,1005 S. Sycamore St.
50.7,74801,Pottawatomie,OK,Shawnee Milling Co.,,South Central,201 S. Broadway St.
38.5,37087,Wilson,TN,"Shenandoah Mills, Inc.",,Southeast,"121 S. Cumberland St., Ste. 145"
1.2,77009,Harris,TX,"Shipley Do-Nut Flour & Supply Co., Inc.",,South Central,5200 N. Main St.
28.6,42240,Christian,KY,Siemer Milling Co.,,Southeast,315 Quintin Ct.
59.7,62467,Effingham,IL,Siemer Milling Company,,Midwest,111 W. Main St.
54.1,85937,Navajo,AZ,Silver Creek Mill,,Western,P.O. Box 477
51.4,36089,Bullock,AL,"Sims Bros., Inc.",,Southeast,8246 Highway 82
39.6,58072,Barnes,ND,"Skandia Mills, Inc.",,Upper-West,640 12th Ave. S.E.
21.3,17543,Lancaster,PA,"Snavely's Mill, Inc.",,Mid-Atlantic,333 Snavely Mill Rd.
45.7,17751,Clinton,PA,"Snavely's Mill, Inc.",,Mid-Atlantic,22 Fishing Creek Rd.
57.4,73763,Blaine,OK,"Sooner Cooperative, Inc.",,South Central,301 E. Oklahoma
16.8,79029,Moore,TX,"Sorghum Partners, LLC",,South Central,5711 Highway 87 W.
11.3,79350,Lubbock,TX,"Sorghum Partners, LLC",,South Central,403 S. Monroe St.
29.7,57071,Brookings,SD,"South Dakota Soybean Processors, LLC",,Upper-West,100 Caspian Ave.
26.6,77968,Victoria,TX,"South Texas Milling, Inc.",,South Central,299 Mill Ln.
24.3,57010,Clay,SD,Southeast Farmers Cooperative,,Upper-West,31303 471st Ave.
71,66508,Marshall,KS,Southeast Nebraska Co-Op,,Central,875 6th Rd.
36.8,30161,Floyd,GA,"Southeastern Mills, Inc.",,Southeast,333 Old Lindale Rd. S.E.
36.8,30161,Floyd,GA,"Southeastern Mills, Inc.",,Southeast,5 Douglas St. S.E.
0.7,75042,Dallas,TX,"Southern Maid Donut Flour Co., Inc.",,South Central,3615 Cavalier Dr.
41.3,19973,Sussex,DE,"Southern States Co-Op, Inc.",,Mid-Atlantic,200 Allen St.
100,67545,Stafford,KS,Stafford County Flour Mill Co.,,Central,108 S. Church St.
31.1,48734,Saginaw,MI,Star Of The West,,Midwest,2416 Gera Rd.
6.4,14428,Monroe,NY,Star Of The West Milling Co.,,New York-New Jersey,35 S. Main St.
62.7,49082,Branch,MI,Star Of The West Milling Co.,,Midwest,14 Church St.
31.1,48734,Saginaw,MI,Star Of The West Milling Co.,,Midwest,121 E. Tuscola St.
50.3,44890,Huron,OH,Star Of The West Milling Co.,,Midwest,3510 State Route 103
21.9,58701,Ward,ND,Sun Prairie Grain,,Upper-West,1800 13th St. S.E.
10.8,93725,Fresno,CA,"Sunnyland Bulgur Wheat, Inc.",,Western,4469 E. Annadale Ave.
63,52136,Howard,IA,SunOpta Cresco,,Central,616 6th Ave. W.
30.6,56046,Steele,MN,SunOpta Grains & Food Group,,Midwest,3824 S.W. 93rd St.
2.2,55439,Hennepin,MN,"SunOpta, Inc.",,Midwest,"7301 Ohms Ln., Ste. 600"
39.1,45895,Auglaize,OH,"Sunrise Cooperative, Inc.",,Midwest,601 S. Logan St.
52.1,62691,Cass,IL,"Sunrise FSM, A Div. Of Growmark, Inc.",,Midwest,20735 Route 125
36.9,56331,Stearns,MN,"Swany White Flour Mills, Ltd.",,Midwest,206 2nd St. S.E.
31.1,48602,Saginaw,MI,"Sweney-Kern Mfg., Inc.",,Midwest,105 Lyon St.
67.5,16201,Armstrong,PA,"Sylvan America, Inc.",,Mid-Atlantic,199 Nolte Dr.
67.5,16201,Armstrong,PA,"Sylvan, Inc.",,Mid-Atlantic,90 Glade Dr.
56.8,50421,Wright,IA,"Syngenta Seeds, Inc.",,Central,403 River Ave. N.
13.3,99301,Franklin,WA,"Syngenta Seeds, Inc.",,North West,5516 N. Industrial Way
0,60624,Cook,IL,"T E C Foods, Inc.",,Midwest,4300 W. Ohio St.
0,7109,Essex,NJ,"Tatz Industries, Inc., William",,New York-New Jersey,11 Railroad Pl.
N/A,71269,Richland,LA,"Terral Seed, Inc.",,South Central,117 Ellington Dr.
51.4,36029,Bullock,AL,To Your Health Sprouted Flour Co.,,Southeast,1138 Highway 82
0.7,75006,Dallas,TX,"TreeHouse Foods, Inc.",,South Central,1820 N. Josey Ln.
N/A,70535,St. Landry,LA,"Tri-Parish Rice Drier, Inc.",,South Central,601 E. Bacciochi Ave.
100,56510,Norman,MN,"Triple Crown Nutrition, Inc.",,Midwest,209 E. Main St.
14.6,67470,Saline,KS,"True Source, LLP",,Central,109 1st St.
22.3,12586,Orange,NY,"Truffa Seed Co., Inc.",,New York-New Jersey,55 Coldenham Rd.
2.2,55439,Hennepin,MN,Twin City Seed Co.,,Midwest,7265 Washington Ave. S.
3.8,64112,Jackson,MO,"Uhlmann Co., The",,Central,"4801 Main St., Ste. 550"
2.6,11729,Suffolk,NY,"Ultra-Thin Ready To Bake Pizza Shells N.Y., LLC",,New York-New Jersey,151 E. Industry Ct.
16.7,87023,Valencia,NM,Valencia Flour Mill Ltd.,,South Central,74 Mill Rd.
67.7,61818,Piatt,IL,"Van Horn, Inc.",,Midwest,94E150 North Rd.
3.5,33614,Hillsborough,FL,VIGO Importing Co.,,Southeast,4701 W. Comanche Ave.
32.5,58849,Williams,ND,"Viterra, Inc.",,Upper-West,114 E. Golf Course Dr.
91.6,24472,Rockbridge,VA,Wade's Flour Mill,,Mid-Atlantic,55 Kennedy Wades Mill Loop
100,58474,Dickey,ND,"Wagner's, LLC",,Upper-West,109 S. 4th St.
25.2,72756,Benton,AR,"War Eagle Mill, Inc.",,South Central,11045 War Eagle Rd.
100,42286,Todd,KY,"Ware Co., Inc., W. F.",,Southeast,125 4th St.
3.6,80137,Adams,CO,"Watkins Grain, LLC",,Upper-West,32521 E. Front St. S.
43.5,62568,Christian,IL,Watson Foods Co.,,Midwest,1900 S. Spresser St.
100,69045,Chase,NE,"Wauneta Roller Mills, Inc.",,Central,112 N. Arapahoe Ave.
36.2,40347,Woodford,KY,"Weisenberger Mills, Inc.",,Southeast,2545 Weisenberger Rd.
83.4,59864,Lake,MT,"Westland Seed, Inc.",,Upper-West,36272 Round Butte Rd.
31.1,84302,Box Elder,UT,Wheatland Seed,,Upper-West,1780 N. Highway 38
100,27944,Perquimans,NC,"Whitehat Seed Farms, Inc.",,Southeast,102 Whitehat Rd.
54,56181,Martin,MN,Whole Grain Milling Co.,,Midwest,1579 120th Ave.
63.1,97741,Jefferson,OR,Wilbur-Ellis Co.,,North West,3390 S.W. Highway 97
21.3,17552,Lancaster,PA,Wilkins Rogers Mills,,Mid-Atlantic,19 N. Market St.
9.3,21043,Howard,MD,"Wilkins Rogers, Inc.",,Mid-Atlantic,27 Frederick Rd.
100,47523,Spencer,IN,Witte Feeds,,Midwest,103 Medcalf St.
80.3,4735,Aroostook,ME,WoodPrairie Farm,,New England,49 Kinney Rd.
60.4,47974,Vermillion,IN,Wooster Feed Mill,,Midwest,State Road 32
50.3,61235,Henry,IL,"Wyffels Hybrids, Inc., Atkinson Production Plt.",,Midwest,740 E. Henry St.
61.6,61930,Douglas,IL,"Young Farms, Inc.",,Midwest,1450 E. County Road 000N
42,16061,Butler,PA,Zanella Milling,,Mid-Atlantic,113 Main St.
25.1,68025,Dodge,NE,"ADM Grain, Inc.",,Central,4410 W. Military Ave.
2.2,68154,Douglas,NE,"Ag Processing, Inc.",,Central,12700 W. Dodge Rd.
56.9,40008,Nelson,KY,"Blend Pak, Inc.",,Southeast,10039 High Grove Rd.
16.5,61701,McLean,IL,"Cargill, Inc.",,Midwest,115 S. Euclid
31.3,67501,Reno,KS,"CHS, Inc.",,Central,2701 E. 11th Ave.
23.1,79072,Hale,TX,"Coffey Seed Co., Inc.",,South Central,2106 S. Date St.
0,60609,Cook,IL,La Guadalupana Wholesale Co.,,Midwest,1365 W. 37th St.
40.6,52656,Lee,IA,"Merschman Seeds, Inc.",,Central,103 Avenue D
27,52040,Dubuque,IA,"Nu-World Amaranth, Inc.",,Central,594 6th Ave. N.W.
18.8,65202,Boone,MO,"Quaker Oats Co., The",,Central,4501 N. Paris Rd.
0,60609,Cook,IL,"Stan-Mark Food Products, Inc.",,Midwest,4419 W. 47th Pl.
31.5,86004,Coconino,AZ,"Tortilla Lady, LLC",,Western,2114 N. 4th St.
43.9,52577,Mahaska,IA,"World Food Processing, LLC",,Central,4301 World Food Ave.
43,54448,Marathon,WI,"Marth Wood Shaving Supply, Inc.",,Midwest,6752 State Highway 107
14.6,68883,Hall,NE,"Green Plains Wood River, LLC",,Central,7874 S. 140th Rd.
34.2,53115,Walworth,WI,Quantum Tubers Corporation,,Midwest,1711 Woolsey St.
21.4,73701,Garfield,OK,"Johnston Seed Co., Inc.",,South Central,319 W. Chesnut St.
39.8,29647,Greenwood,SC,Park Seed Co.,,Southeast,1 Parkton Ave.
31.7,95912,Colusa,CA,"ADM Rice, Inc.",,Western,1603 Highway 99 W.
22.5,77541,Brazoria,TX,"American Rice, Inc.",,South Central,505 Port Rd.
13.1,97306,Marion,OR,Ankeny Lake Wild Rice Co.,,North West,9594 Sidney Rd. S.
0.6,90025,Los Angeles,CA,"Axiom Foods, Inc.",,Western,"12100 Wilshire Blvd., Ste. 800"
8.4,77701,Jefferson,TX,"Beaumont Rice Mills, Inc.",,South Central,1800 Pecos St.
N/A,70532,Jefferson Davis,LA,Bertrand Rice,,South Central,10105 Seward Ln.
18.9,95917,Butte,CA,"Biggs Wild Rice, LLC",,Western,2875 8th St.
32.2,72401,Craighead,AR,"Busch Agricultural Resources, Inc.",,South Central,5752 U.S. 49
31.7,95912,Colusa,CA,California Family Foods,,Western,6550 Struckmeyer Rd.
62.6,77434,Colorado,TX,"Colorado County Rice Mill, Inc.",,South Central,Highway 90-A
N/A,70562,Iberia,LA,"Conrad Rice Mill, Inc.",,South Central,307 Ann St.
34.7,72042,Arkansas,AR,"Cormier Rice Milling Co., Inc.",,South Central,501-505 W. 3rd St.
62.7,56444,Crow Wing,MN,"Deerwood Rice & Grain Processing, Inc.",,Midwest,21926 County Road 10
8.4,77707,Jefferson,TX,Doguet's Rice Milling Co.,,South Central,795 S. Major Dr.
N/A,70130,Orleans,LA,Edmundson Management Co.,,South Central,"1055 Saint Charles Ave., Ste. 210"
N/A,70526,Acadia,LA,"Falcon Rice Mill, Inc.",,South Central,600 S. Avenue D.
6.9,95691,Yolo,CA,Farmers' Rice Co-Op,,Western,2224 Industrial Blvd.
2.1,95833,Sacramento,CA,Farmers' Rice Co-Op,,Western,2566 River Plaza Dr.
N/A,70615,Calcasieu,LA,Farmers Rice Milling Co.,,South Central,3211 Highway 397
14.8,95953,Sutter,CA,"Gibbs-California Wild Rice Co., Inc.",,Western,10400 Billings Rd.
56.8,72396,Cross,AR,"Golden Ridge Rice Mills, LLC",,South Central,1784 Highway 1
31.7,95987,Colusa,CA,Great Western Growers Of California,,Western,6133 Abel Rd.
0.3,33756,Pinellas,FL,Grey Owl Brands,,Southeast,"8 Belleview Blvd., Ste. 508"
1.2,77041,Harris,TX,"Gulf Rice Milling, Inc.",,South Central,12010 Taylor Rd.
31.4,71654,Desha,AR,"Harvest Rice, Inc.",,South Central,1232 High Dr.
56.8,72347,Cross,AR,Hess Milling Co.,,South Central,15 County Road 138
31.7,95932,Colusa,CA,"In Harvest, Inc.",,Western,2870 Niagara Ave.
6.9,95776,Yolo,CA,InHarvest,,Western,1275 Santa Anita Ct.
67.1,56601,Beltrami,MN,"InHarvest, Inc.",,Midwest,1012 Paul Bunyan Dr. S.E.
N/A,70121,Orleans,LA,"Jazzmen Rice, LLC",,South Central,"300 Jefferson Hwy., Ste. 601-A"
N/A,71261,Morehouse,LA,"Kennedy Rice Dryers, LLC",,South Central,610 Wilmot Highway 165 N.
N/A,70526,Acadia,LA,"Louisiana Rice Mill, LLC",,South Central,4 S. Avenue D
N/A,70556,Acadia,LA,"Louisiana Rice Mill, LLC",,South Central,102 S. 13th St.
18.9,95974,Butte,CA,"Lundberg Farm, Inc.",,Western,5311 Midway
0,60642,Cook,IL,"Mars Food U.S., LLC",,Midwest,1131 W. Blackhawk St.
17.5,38701,Washington,MS,Mars Foods,,Southeast,1098 N. Broadway St.
69.8,63822,Stoddard,MO,Martin Rice Co.,,Central,22326 County Road 780
100,56431,Aitkin,MN,Mille Lacs Wild Rice Corp.,,Midwest,25300 Paddy Ave.
6.9,95695,Yolo,CA,"Pacific International Rice Mills, Inc.",,Western,845 Kentucky Ave.
31.7,95932,Colusa,CA,"PGP International, Inc.",,Western,126 E. Main St.
31.7,95955,Colusa,CA,"Polit Farms, Inc.",,Western,4334 Old Highway 99 W.
N/A,70808,East Baton Rouge,LA,"Powell Group, The",,South Central,5667 Bankers Ave.
17.5,38701,Washington,MS,"Producers Rice Mill, Inc.",,Southeast,"Highway 82 W., Producers Dr."
34.7,72160,Arkansas,AR,"Producers Rice Mill, Inc.",,South Central,518 E. Harrison St.
30.9,71611,Jefferson,AR,"Producers Rice Mill, Inc.",,South Central,121 S. Kansas St.
34.7,72042,Arkansas,AR,"Producers Rice Mill, Inc.",,South Central,1014 W. 2nd St.
34.7,72042,Arkansas,AR,"Producers Rice Mill, Inc.",,South Central,3156 Highway 276
34.7,72160,Arkansas,AR,"Rice Hull Specialty Products, Inc.",,South Central,1304 Old Highway 79 E.
N/A,70510,Vermilion,LA,"Rice Planters Mill, LLC",,South Central,403 S. Washington St.
2.4,85253,Maricopa,AZ,RiceBran Technologies,,Western,"6720 N. Scottsdale Rd., Ste. 390"
50.2,59725,Beaverhead,MT,RiceBran Technology,,Upper-West,3512 E. Bench Rd.
71.1,72475,Poinsett,AR,"Riceland Foods, Inc.",Stuttgart,South Central,Highway 49
32.2,72401,Craighead,AR,"Riceland Foods, Inc.",Stuttgart,South Central,216 N. Gee St.
34.7,72160,Arkansas,AR,"Riceland Foods, Inc.",Stuttgart,South Central,302 N. Grand St.
58.9,72435,Clay,AR,"Riceland Foods, Inc.",Stuttgart,South Central,755 Main St.
31.4,71639,Desha,AR,"Riceland Foods, Inc.",Stuttgart,South Central,491 Highway 159 N.
56.9,63866,New Madrid,MO,"Riceland Foods, Inc.",,Central,918 New Madrid County Port Authority
22.5,77511,Brazoria,TX,"RiceTec, Inc.",,South Central,1925 FM 2917
